Name,SMILES,Mol Wt,LogP,TPSA,HBD,HBA,AtomCount,RotatableBonds,MR,Lipinski,Ghose,Veber,Egan,PassScore
Quipazine Maleate,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,329.3560000000001,1.3561999999999994,102.76,3,5,24,3,91.23730000000005,True,True,True,True,4
Methiothepin Maleate,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC.C(=C\C(=O)O)\C(=O)O,472.63200000000023,4.116100000000002,81.08,2,6,32,4,128.7146000000001,True,True,True,True,4
"Chlorprothixene, (E)-",CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,315.869,5.188000000000004,3.24,0,2,21,3,92.26700000000004,True,True,True,False,3
trans-Thiothixene,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,443.6380000000002,3.4707000000000017,43.86000000000001,0,5,30,5,123.51280000000006,True,True,True,True,4
Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,151.165,1.3505999999999998,49.33,2,2,11,1,42.41050000000002,True,False,True,True,3
Loratadine,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,382.8910000000001,4.887800000000005,42.43,0,3,27,1,106.94800000000004,True,True,True,True,4
Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,234.343,2.5837400000000006,32.34,1,2,17,5,72.33370000000004,True,False,True,True,3
Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,180.15899999999996,1.3101,63.60000000000001,1,3,13,2,44.71030000000002,True,False,True,True,3
Hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,297.745,-0.3512999999999999,118.36,3,5,17,1,61.636400000000016,True,False,True,True,3
Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,308.38100000000003,3.7878000000000025,40.620000000000005,0,2,23,5,90.87100000000004,True,True,True,True,4
Carmustine,C(CCl)NC(=O)N(CCCl)N=O,214.05199999999996,1.157,61.77,1,3,12,5,47.33970000000001,True,False,True,True,3
Busulfan,CS(=O)(=O)OCCCCOS(=O)(=O)C,246.30599999999998,-0.2809999999999997,86.74000000000001,0,6,14,7,50.82560000000003,True,False,True,True,3
Loperamide Hydrochloride,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,513.5090000000001,5.509800000000008,43.78,1,3,35,7,145.24579999999983,False,False,True,False,1
"4-Chloro-3,5-dimethylphenol",CC1=CC(=CC(=C1Cl)C)O,156.612,2.6624400000000015,20.23,1,1,10,0,42.590800000000016,True,False,True,True,3
Cetylpyridinium Chloride,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],339.9949999999999,3.4594000000000014,3.88,0,0,23,15,96.94900000000008,True,True,False,True,3
Tetrahydrozoline Hydrochloride,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,236.74599999999995,2.5300000000000007,24.39,1,2,16,1,69.67370000000003,True,False,True,True,3
Diphenhydramine Hydrochloride,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,291.822,3.776000000000004,12.47,0,2,20,6,86.48100000000005,True,True,True,True,4
Indapamide,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,365.84200000000004,2.0834,92.5,2,4,24,3,92.37840000000003,True,True,True,True,4
Nicergoline,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,484.3940000000002,3.9109000000000034,56.59,0,6,31,4,122.05450000000005,True,False,True,True,3
Donormil,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,388.46400000000017,2.8590999999999998,99.96,2,5,28,9,106.1446000000001,True,True,True,True,4
Miconazole Nitrate,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],479.14700000000005,6.107100000000004,90.42,1,5,29,6,111.46190000000003,True,False,True,False,2
Flufenamic Acid,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,281.23299999999995,4.147200000000001,49.33,2,2,20,3,68.12800000000001,True,True,True,True,4
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,232.239,0.7003999999999997,75.27000000000001,2,3,17,2,60.09240000000002,True,False,True,True,3
Oxymetazoline Hydrochloride,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl,296.8419999999999,3.2725400000000016,44.620000000000005,2,3,20,2,87.53750000000004,True,True,True,True,4
Midodrine Hydrochloride,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,290.74699999999996,0.23389999999999983,93.81,3,5,19,6,73.81790000000001,True,False,True,True,3
Dropropizine,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,236.31500000000003,0.16180000000000005,46.94,2,4,17,4,68.18760000000005,True,False,True,True,3
Antazoline Phosphate,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.OP(=O)(O)O,363.35400000000004,1.7662999999999998,105.39000000000001,4,4,25,5,98.50160000000004,True,True,True,True,4
Metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],171.15599999999998,0.09201999999999982,81.19,1,5,12,3,40.704200000000014,True,False,True,True,3
Geraniol,CC(=CCC/C(=C/CO)/C)C,154.253,2.671400000000001,20.23,1,1,11,4,49.50780000000003,True,False,True,True,3
Folic Acid,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,441.40400000000017,-0.044799999999998674,213.28,6,9,32,9,111.89460000000004,True,True,False,False,2
Rotenone,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,394.4230000000002,3.7033000000000023,63.22000000000001,0,6,29,3,105.90450000000007,True,True,True,True,4
Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,183.18799999999996,0.11870000000000008,63.24,1,3,12,0,41.09400000000001,True,False,True,True,3
Sulfuric Acid,OS(=O)(=O)O,98.07899999999998,-0.6527999999999998,74.6,2,2,5,0,14.1774,True,False,True,True,3
Norepinephrine,C1=CC(=C(C=C1[C@H](CN)O)O)O,169.18,0.08989999999999976,86.71000000000001,4,4,12,2,43.785800000000016,True,False,True,True,3
Fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,306.276,0.7357999999999993,81.65,1,7,22,5,70.29880000000001,True,True,True,True,4
Nicotinic Acid,C1=CC(=CN=C1)C(=O)O,123.11099999999996,0.7797999999999998,50.19,1,2,9,1,31.196299999999994,True,False,True,True,3
Acetic Acid,CC(=O)O,60.05200000000001,0.09089999999999993,37.3,1,1,4,0,13.309800000000001,True,False,True,True,3
Dopamine,C1=CC(=C(C=C1CCN)O)O,153.181,0.5989999999999995,66.48,3,3,11,2,42.53000000000001,True,False,True,True,3
Melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.283,1.8551,54.120000000000005,2,2,17,4,67.23840000000003,True,False,True,True,3
Quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.238,1.9880000000000009,131.36,5,7,22,1,76.24399999999999,True,True,True,False,3
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,194.194,-1.0293,61.82,0,6,14,0,51.19600000000001,True,False,True,False,2
Maleic Acid,C(=C\C(=O)O)\C(=O)O,116.07199999999997,-0.28819999999999985,74.6,2,2,8,2,24.411599999999993,True,False,True,True,3
Urea,C(=O)(N)N,60.05599999999999,-0.9762,69.11,2,1,4,0,13.7708,True,False,True,True,3
Succinic Acid,C(CC(=O)O)C(=O)O,118.08799999999998,-0.06420000000000015,74.6,2,2,8,3,24.505599999999994,True,False,True,True,3
Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,201.25400000000002,2.686400000000001,41.57,1,3,14,1,57.20170000000002,True,False,True,True,3
8-Methoxypsoralen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19199999999998,2.5478000000000005,52.58,0,4,16,1,58.80800000000002,True,False,True,True,3
Benzyl Benzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,212.248,3.0436000000000014,26.3,0,2,16,3,62.00350000000004,True,False,True,True,3
Retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,286.45900000000006,5.510300000000006,20.23,1,1,21,5,93.21180000000004,True,True,True,False,3
Phosphoric Acid,OP(=O)(O)O,97.99399999999999,-0.9286000000000001,77.76,3,1,5,0,14.2629,True,False,True,True,3
Putrescine,C(CCN)CN,88.15400000000001,-0.31599999999999956,52.04,2,2,6,3,27.342799999999997,True,False,True,True,3
Sulfanilamide,C1=CC(=CC=C1N)S(=O)(=O)N,172.20899999999997,-0.08379999999999999,86.18,2,3,11,1,42.2276,True,False,True,True,3
Chloramphenicol,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],323.13200000000006,0.9089999999999998,112.70000000000002,3,5,20,6,72.5667,True,True,True,True,4
Acetanilide,CC(=O)NC1=CC=CC=C1,135.16599999999997,1.6449999999999998,29.1,1,1,10,1,40.74570000000002,True,False,True,True,3
Thiram,CN(C)C(=S)SSC(=S)N(C)C,240.44400000000002,2.0608,6.48,0,4,12,0,67.75200000000002,True,False,True,True,3
P-Cresol,CC1=CC=C(C=C1)O,108.13999999999999,1.7006199999999996,20.23,1,1,8,0,32.843799999999995,True,False,True,True,3
Hexachlorocyclohexane,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,290.832,3.644400000000001,0.0,0,0,12,0,57.84600000000002,True,False,True,True,3
Eugenol,COC1=C(C=CC(=C1)CC=C)O,164.20399999999998,2.1293,29.46,1,2,12,3,48.559800000000024,True,False,True,True,3
Salicylic Acid,C1=CC=C(C(=C1)C(=O)O)O,138.12199999999999,1.0903999999999998,57.53,2,2,10,1,35.06609999999999,True,False,True,True,3
Crystal Violet,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],407.98900000000003,1.4636000000000002,9.49,0,2,29,4,122.95540000000004,True,True,True,True,4
Hydrochloric Acid,Cl,36.461000000000006,0.4218,0.0,0,0,1,0,7.247999999999999,True,False,True,True,3
Nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,346.3390000000001,2.1756,107.77,1,7,25,4,88.40510000000003,True,True,True,True,4
Mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,295.298,2.972200000000001,84.07999999999998,2,4,22,3,81.99590000000002,True,True,True,True,4
Allopurinol,C1=NNC2=C1C(=O)NC=N2,136.11399999999998,-0.35380000000000006,74.43,2,3,10,0,34.50939999999999,True,False,True,True,3
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,266.34099999999995,0.4521,84.58,3,4,19,8,73.98090000000002,True,False,True,True,3
Clopidogrel,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,321.829,3.6739000000000024,29.54,0,4,21,3,84.64200000000004,True,True,True,True,4
Verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,454.6110000000003,5.093080000000005,63.95,0,6,33,13,131.656,True,False,False,False,1
Ammonia,N,17.031,0.16199999999999998,35.0,1,1,1,0,5.0221,True,False,True,True,3
Loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,477.04800000000006,5.088000000000005,43.78,1,3,34,7,137.99779999999987,True,False,True,False,2
"Ibuprofen, (+-)-",CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,206.28499999999997,3.073200000000001,37.3,1,1,15,4,61.03480000000004,True,False,True,True,3
Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,381.3790000000001,3.5139200000000015,77.98,1,4,26,3,90.11220000000003,True,True,True,True,4
Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,248.717,2.5238000000000005,77.82,2,4,17,2,70.68080000000002,True,False,True,True,3
Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,217.28999999999996,0.6279000000000001,57.61,2,3,14,3,55.38780000000003,True,False,True,True,3
Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,454.44700000000023,0.2684000000000003,210.53999999999996,5,10,33,9,118.26160000000006,True,True,False,False,2
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,130.07799999999997,-0.7977000000000001,65.72,2,2,9,0,27.641399999999997,True,False,True,True,3
Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,404.54700000000025,4.195500000000004,72.83000000000001,1,5,29,6,110.83780000000007,True,True,True,True,4
Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,225.208,-1.3317999999999997,119.05,3,7,16,4,55.5989,True,False,True,False,2
Histamine,C1=C(NC=N1)CCN,111.14800000000001,-0.08910000000000007,54.7,2,2,8,2,31.346099999999996,True,False,True,True,3
Methimazole,CN1C=CNC1=S,114.173,1.08269,20.72,1,2,7,0,30.597699999999996,True,False,True,True,3
Colchicine,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,399.44300000000015,2.8716000000000017,83.09000000000002,1,6,29,5,109.23470000000006,True,True,True,True,4
Citric Acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,192.12300000000002,-1.2485,132.13,4,4,13,5,37.09119999999999,True,False,True,False,2
Niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,327.123,3.859500000000001,92.47000000000001,2,4,21,3,79.17640000000002,True,True,True,True,4
Azacytidine,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,244.207,-3.167999999999999,143.72000000000003,4,9,17,2,53.71380000000002,True,False,False,False,1
Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,352.77000000000004,2.8103000000000007,71.06000000000002,0,6,24,3,86.12550000000005,True,True,True,True,4
Aminoglutethimide,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,232.283,1.3531999999999997,72.19,2,3,17,2,65.20710000000003,True,False,True,True,3
Mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,320.04599999999994,5.929000000000001,0.0,0,0,18,3,80.24100000000003,True,False,True,False,2
Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,255.36100000000002,3.3542000000000023,12.47,0,2,19,6,79.23300000000006,True,False,True,True,3
Ampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,349.4120000000001,0.3180999999999994,112.73,3,5,24,4,89.02890000000005,True,True,True,True,4
Zidovudine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],267.245,-0.19627999999999995,133.08,2,6,19,3,64.60650000000003,True,False,True,False,2
Diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,296.153,4.364100000000001,49.33,2,2,19,4,77.52650000000003,True,False,True,True,3
Retinoic Acid,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,300.44200000000006,5.602600000000005,37.3,1,1,22,5,93.76180000000005,True,False,True,False,2
Ethacrynic Acid,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,303.14099999999996,3.6057000000000015,63.60000000000001,1,3,19,6,73.35430000000004,True,False,True,True,3
Apigenin,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,270.23999999999995,2.5768000000000018,90.9,3,5,20,1,72.9144,True,True,True,True,4
Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,357.7930000000002,3.9273200000000026,68.53,1,4,25,4,95.74730000000005,True,True,True,True,4
Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,361.3730000000001,1.544,75.01,1,6,26,2,95.04130000000006,True,True,True,True,4
Albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,265.338,3.2433000000000005,67.01,2,4,18,4,73.13640000000002,True,False,True,True,3
Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,319.336,1.2683,74.57000000000001,2,5,23,3,85.88200000000005,True,True,True,True,4
Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,285.365,2.1955,74.68,1,3,19,7,72.74210000000005,True,False,True,True,3
Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,253.28300000000002,1.3660199999999998,98.22,2,5,17,3,62.90290000000002,True,False,True,True,3
Tyramine,C1=CC(=CC=C1CCN)O,137.18200000000002,0.8933999999999995,46.25,2,2,10,2,40.86520000000001,True,False,True,True,3
4-Aminopyridine,C1=CN=CC=C1N,94.117,0.6638000000000001,38.91,1,2,7,0,28.6494,True,False,True,True,3
Capsaicin,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,305.41800000000006,3.789600000000002,58.56,2,3,22,9,88.95150000000005,True,True,True,True,4
Nalidixic Acid,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,232.23899999999998,1.42302,72.19,1,4,17,2,63.373300000000015,True,False,True,True,3
Tamoxifen,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,371.52400000000006,5.996100000000006,12.47,0,2,28,8,119.58200000000005,True,False,True,False,2
Erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,733.9370000000002,1.785600000000004,193.91,5,14,51,7,186.2579999999995,False,False,False,False,0
Spermidine,C(CCNCCCN)CN,145.25,-0.33629999999999843,64.07,3,3,10,7,44.8295,True,False,True,True,3
Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,319.88,4.810600000000004,28.16,1,3,22,8,96.85970000000006,True,True,True,True,4
Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,308.333,3.6096000000000035,67.51,1,4,23,4,87.73180000000006,True,True,True,True,4
6-Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,152.18200000000002,1.0154899999999998,57.36,2,3,10,0,39.0734,True,False,True,True,3
Ethanolamine,C(CO)N,61.083999999999996,-1.0626,46.25,2,2,4,1,16.140200000000004,True,False,True,False,2
Patulin,C1C=C2C(=CC(=O)O2)C(O1)O,154.12099999999998,-0.2979000000000001,55.760000000000005,1,4,11,0,34.2168,True,False,True,True,3
Pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,340.42699999999996,2.88284,118.2,4,4,25,10,99.75720000000004,True,True,True,True,4
N-Acetyl-L-Cysteine,CC(=O)N[C@@H](CS)C(=O)O,163.198,-0.4945,66.4,3,3,10,3,39.093500000000006,True,False,True,True,3
Rutin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.5210000000006,-1.6871000000000005,269.42999999999995,10,16,43,6,140.19600000000017,False,False,False,False,0
Enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,376.45300000000026,1.6046,95.94000000000001,2,5,27,9,100.15250000000007,True,True,True,True,4
Methyldopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,211.21699999999998,0.44229999999999997,103.78,4,4,15,3,53.70380000000002,True,False,True,True,3
Physostigmine,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,275.35200000000003,1.7739,44.81,1,4,20,1,78.31570000000005,True,True,True,True,4
Phenylephrine,CNC[C@@H](C1=CC(=CC=C1)O)O,167.208,0.6449999999999998,52.489999999999995,3,3,12,3,46.99330000000003,True,False,True,True,3
Novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,612.6320000000002,3.627120000000002,200.01,5,11,44,8,158.92099999999974,False,False,False,False,0
Ethylenediaminetetraacetic Acid,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,292.24399999999997,-2.0711999999999957,155.68,4,6,20,11,63.423200000000016,True,False,False,False,1
Nitric Acid,[N+](=O)(O)[O-],63.01200000000001,-0.34770000000000006,63.370000000000005,1,2,4,0,8.7809,True,False,True,True,3
Resorcinol,C1=CC(=CC(=C1)O)O,110.11199999999997,1.0977999999999994,40.46,2,2,8,0,29.771599999999992,True,False,True,True,3
Azelaic Acid,C(CCCC(=O)O)CCCC(=O)O,188.22299999999996,1.8863,74.6,2,2,13,8,47.59060000000002,True,False,True,True,3
Clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,242.702,3.060500000000002,35.53,0,3,16,4,62.79200000000004,True,False,True,True,3
Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,331.34700000000004,1.5833,74.57000000000001,2,5,24,3,88.47900000000006,True,True,True,True,4
Flumequine,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,261.25199999999995,2.346,59.3,1,3,19,1,68.15730000000002,True,False,True,True,3
Bergapten,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,216.19199999999998,2.5478000000000005,52.58,0,4,16,1,58.80800000000002,True,False,True,True,3
Quinolinic Acid,C1=CC(=C(N=C1)C(=O)O)C(=O)O,167.11999999999998,0.478,87.49,2,3,12,2,38.1556,True,False,True,True,3
"Carbamic acid, ethyl ester",CCOC(=O)N,89.09400000000001,0.10160000000000013,52.32,1,2,6,1,21.2094,True,False,True,True,3
Trimethylpsoralen,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,228.24699999999996,3.4644600000000025,43.35,0,3,17,0,66.46700000000003,True,False,True,True,3
2-Hydroxy-4-methoxybenzophenone,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,228.247,2.6318000000000006,46.53,1,3,17,3,64.53330000000003,True,False,True,True,3
Beta-Carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,536.8880000000004,12.605799999999977,0.0,0,0,40,10,181.39199999999943,False,False,True,False,1
Ethoxyquin,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,217.31199999999995,3.692700000000002,21.259999999999998,1,2,16,2,68.96370000000003,True,False,True,True,3
Quinidine,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,324.4240000000001,3.173200000000002,45.59,1,4,24,4,95.02680000000007,True,True,True,True,4
Melphalan,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,305.2049999999999,1.925,66.55999999999999,2,3,19,8,79.41020000000003,True,False,True,True,3
Dimethylarsinic Acid,C[As](=O)(C)O,137.998,0.11099999999999993,37.3,1,1,5,0,20.387299999999996,True,False,True,True,3
Dichlorophen,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,269.127,3.9954000000000023,40.46,2,2,17,2,69.03960000000001,True,False,True,True,3
Vidarabine,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,267.245,-1.979999999999999,139.54000000000002,4,9,19,2,62.74480000000002,True,False,True,False,2
Hexamethylenetetramine,C1N2CN3CN1CN(C2)C3,140.19,-1.0197999999999992,12.96,0,4,10,0,36.558,True,False,True,False,2
p-Aminohippuric acid,C1=CC(=CC=C1C(=O)NCC(=O)O)N,194.18999999999997,0.08320000000000022,92.42,3,3,14,3,50.8234,True,False,True,True,3
Kanamycin,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,484.50300000000016,-7.291399999999999,282.60999999999996,11,15,33,6,107.79220000000002,False,False,False,False,0
Cotinine,CN1[C@@H](CCC1=O)C2=CN=CC=C2,176.219,1.3749,33.2,0,2,13,1,48.98200000000003,True,False,True,True,3
Phenacemide,C1=CC=C(C=C1)CC(=O)NC(=O)N,178.19099999999997,0.4240000000000001,72.19,2,2,13,2,47.87210000000002,True,False,True,True,3
"N,N-diethyl-m-toluamide",CCN(CC)C(=O)C1=CC=CC(=C1)C,191.274,2.4770200000000004,20.310000000000002,0,1,14,3,58.43050000000004,True,False,True,True,3
Penicillin G,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,334.39700000000005,0.8607999999999993,86.71000000000001,2,4,23,4,85.80450000000003,True,True,True,True,4
Sulfamethazine,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,278.33700000000005,1.47644,97.97,2,5,19,3,73.16890000000002,True,False,True,True,3
Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,285.3430000000001,2.997200000000001,38.77,0,3,21,3,81.17000000000004,True,True,True,True,4
Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,284.4839999999999,6.332500000000007,37.3,1,1,20,16,87.18180000000008,True,False,False,False,1
Fumaric Acid,C(=C/C(=O)O)\C(=O)O,116.07199999999997,-0.28819999999999985,74.6,2,2,8,2,24.411599999999993,True,False,True,True,3
Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,172.18299999999996,2.0119000000000002,34.14,0,2,13,0,48.86000000000002,True,False,True,True,3
